API;Surf_X;Surf_Y;Date_Drilling;Date_Completion;Date_Production;Lateral_Length (ft);Depth_TVD_PPLS (ft);Erosion_PPLS (ft);Pressure_PPLS (PSI);TOC_PPLS (%);Vcarb_PPLS;Vsand_PPLS;Vclay_PPLS;PR_PPLS;YM_PPLS (PSI);RHOB_PPLS (g/cc);Res_PPLS (Ohmm);GR_PPLS (API);DT_PPLS (us/ft);DTs_PPLS (us/ft);Temperature (F);Temp_Anomaly (F);S3Tect_PPLS (PSI);S3_contrast_PPLS (PSI);Heat_Flow (W/m2);Zone;Nbr_Stages;Frac_Gradient (PSI/ft);Proppant_Designed (kg);Proppant_in_Formation (kg);Avg_Breakdown_Pressure (KPa);Avg_Treating_Pressure (KPa);Max_Treating_pressure (KPa);Min_Treating_Pressure (KPa);Avg_Rate_Slurry (bpm);Max_Rate_Slurry (bpm);Min_Rate_Slurry (bpm);ShutInPressure_Fil (KPa);ShutInPressure_Initial (KPa);ISIP (KPa);Shot_Density (shots/ft);Shot_Total;Proppant_per_ft (kg/ft);Stage_Spacing (ft);GasCum360;OilCum360
277;1,913069807;-1,574676645;30/04/2014;12/09/2014;07/11/2014;-0,506274036;0,95202806;0,823052804;0,126779884;0,297438383;-0,294986441;0,864232404;-0,847259381;0,310320587;1,327542616;-1,340123805;0,828146483;0,342615951;1,270434226;2,803664471;0,881234727;1,905773421;2,421439746;-0,59719535;1,563108343;0,584992205;-0,429330233;-0,573614497;-0,644565515;-0,647960718;0,77634233;-1,293546832;-0,945593372;-0,774740199;-0,059215948;-0,423652181;-0,029738124;-1,310839415;-1,457747042;-2,243103346;0,667339212;-0,560749524;-0,620010737;-0,104694076;0,015422074;-0,592154308
190;-0,489129273;-0,194275429;15/12/2014;01/06/2015;12/08/2015;1,42031162;0,7365766;0,764224844;-0,838914826;1,852986724;0,3810952;-0,190942802;-1,124894376;0,310320587;1,349256892;-0,16148282;0,075102118;-0,111535905;-0,511558572;-0,623686661;-0,116164046;-0,086789723;0,346283034;0,161343165;-0,010738377;-2,021180934;2,345005794;0,05409208;2,534392881;2,21436893;-1,748325253;1,946599569;1,329520519;0,983967038;-0,31189546;0,306643753;-0,423879577;0,747468428;0,781785949;0,209222223;1,46608313;0,064503172;1,594545253;-1,237575941;-0,35410937;5,242229178
660;-0,98574722;0,647642312;03/01/2015;27/07/2015;29/09/2015;0,124097821;-0,169828964;0,15043473;-0,240969692;-0,062713203;-1,647149722;1,215957472;1,651455578;-0,788269704;-0,816034429;0,046512648;-0,344143511;-0,352281955;-1,144457777;-1,010939044;0,914481353;0,107492955;-0,85679963;1,309003265;0,177874929;-0,45747705;;;;;;;;;;;;;;;;;;;-0,58300857;1,529436815
174;0,505248557;0,098920617;25/09/2012;16/11/2012;24/02/2013;-0,559168022;-0,746581682;-1,432377955;0,503590559;0,36640358;0,516311528;-0,190942802;-0,569624385;0,310320587;-0,246895466;-0,577473756;-0,023747738;-0,217859082;0,848501422;-0,635174989;0,424093623;-0,141188872;0,581614116;-0,347991475;-1,062197865;1,106226833;-1,159418661;-0,746215745;-0,452297742;-0,440937604;0,420069513;0,225592136;-0,18217934;-0,099442035;0,590042601;0,816283112;0,52454266;-1,05630087;-1,167424022;-1,273211221;0,667339212;-0,560749524;-0,189337604;2,473817148;-0,34415849;-0,846812224
385;1,066448222;-1,053602052;28/06/2014;04/12/2014;15/04/2015;2,135313854;0,63526441;1,19898052;-0,821382147;-0,108690001;-0,294986441;0,864232404;-0,29198939;0,310320587;0,882621498;0,670499051;-0,074399868;0,715506521;0,238045452;-0,703147595;-1,421094107;-1,330198861;1,047882742;-0,860014683;-1,548772443;0,584992205;1,687926209;0,242009099;1,800816404;1,859190818;-0,485790585;-0,184075073;-0,423938206;3,591486372;-0,814763917;-1,034655324;-0,750386903;1,537456164;1,630915503;0,831192602;0,687349937;-0,545281032;0,615012154;-0,797480689;-0,232133699;-0,666087251
517;-1,511328837;0,852992868;20/09/2012;;01/05/2013;0,303937374;0,09683764;1,069461422;0,044924327;-0,047387604;-2,593664019;2,095270144;2,484360564;-0,238974559;-0,699760566;-0,092150998;-0,179891048;-0,483667024;-1,624742989;-0,748622226;2,114684543;2,53835782;-1,568258131;1,652112802;2,515963661;-0,45747705;;;;;;;;;;;;;;;;;;;-1,08972262;-0,846180319
91;0,321521302;0,499617972;19/05/2013;20/08/2013;24/10/2013;1,066233054;-1,228606571;-2,064650379;1,846248781;1,331916344;-0,159770113;0,512507335;-0,847259381;0,310320587;-0,407474388;-0,993464692;-0,024469621;0,241608933;1,005604062;0,30399581;0,816403807;0,517817971;0,185174803;-0,227472017;-0,317294685;1,106226833;0,227749353;0,100847022;0,100122872;0,120233075;1,051793062;0,593077816;0,10717659;0,962626383;0,17651476;-0,124083754;0,528432505;0,53863945;0,315347986;0,97537323;-0,773433047;0,924225629;-0,619143768;-0,1054463;1,940519251;-0,846812224
46;0,66167314;-0,220418059;04/02/2015;20/08/2015;12/11/2015;1,955474302;-0,346581776;-0,771864562;1,006470582;0,098205591;0,921960512;-0,894392939;-0,29198939;-0,238974559;-0,525223237;-0,716137401;-0,003847828;-0,410759703;1,270434226;-0,579648071;-0,179332635;-0,428727236;0,774838346;-0,308539014;-0,606660921;1,106226833;0,665802409;0,238367786;0,604743229;0,608834374;-0,363983578;1,039177529;0,505490671;0,729743398;-0,646990155;-0,655718268;-0,704243307;1,740535493;0,207014712;1,110947378;0,667339212;-0,560749524;-0,562197197;-0,169752538;0,866089606;-0,844284602
365;-1,751498915;2,74032274;;23/09/2014;23/09/2014;1,013339068;-2,673811606;1,35956222;;-0,530143985;-0,024553785;1,040094938;-0,847259381;0,310320587;-0,38189739;-3,212083016;-0,408439231;0,641080297;-1,867129919;-0,100010385;1,087363807;1,228115441;-1,429620432;1,419044647;0,896515497;1,106226833;;;;;;;;;;;;;;;;;;;4,647158516;-0,846812224
629;1,731678332;-1,890830532;18/12/2013;02/07/2014;20/08/2014;-0,441556688;1,481510038;0,533336438;0,941754692;-0,1393412;-0,024553785;1,040094938;-1,402529372;0,310320587;1,616695351;-1,340123805;0,547093338;0,162626001;0,79463766;2,371894817;0,540456813;1,344685048;2,3869873;-0,257188671;1,348232425;-0,978711678;0,811820095;-0,30346284;0,788934231;0,806406735;1,577705613;-2,199234635;0,228614451;-1,601957062;-0,14988271;-0,501035584;-0,861924266;-1,07147863;0,077911165;-1,335622945;0,714066961;-0,52061506;1,920287037;-1,210140203;-0,563785461;-0,162458567
130;0,038798505;-0,178136556;01/01/2014;15/06/2014;04/08/2014;-0,806836333;0,143021339;0,61439492;0,222740188;0,718892367;0,651527856;-0,894392939;-0,014354394;0,310320587;-0,499396242;-0,16148282;-0,088741278;-0,024199009;0,000147169;-0,556671415;-1,21828969;-1,266474142;0,112551911;1,077972034;-0,927542291;-0,45747705;-0,502339076;0,05837907;-0,728889029;-0,733453873;0,178977404;-0,235785487;-0,861113555;0,238995153;0,050872219;-0,349075979;0,337619836;0,662473785;0,136706579;0,333216009;1,627854051;0,181738053;-0,497531549;-0,200221232;-0,771338697;-0,07083227
359;-1,835919191;1,036909593;12/08/2014;04/12/2014;20/12/2014;0,20623907;0,304866165;1,01993376;-0,150751723;-0,813667574;-0,971068082;0,160782267;1,651455578;-0,238974559;0,181503999;0,809162697;-0,259057559;-0,133559991;-1,741447807;-0,619378538;1,378271782;1,42395238;-1,224170486;1,397195181;1,363989992;-0,45747705;;;;;;;;;;;;;;;;;;;-0,403660991;3,462075555
452;1,217796377;-0,884182958;13/01/2012;15/03/2012;22/06/2012;-1,394893001;0,236537894;1,769933569;-2,259170982;-0,959260769;-0,159770113;0,688369869;-0,569624385;0,310320587;1,618096348;0,670499051;-0,09336133;0,699558045;0,417591325;0,220226753;-0,769460242;-0,166057055;1,434676589;-0,758833059;-0,427358905;0,584992205;-1,305436347;-0,459931183;-0,951840655;-0,951033425;-0,499773255;-0,739697428;-0,969510344;-0,424870435;1,122930857;0,619900122;0,805189722;-1,229073363;-1,892206938;-1,717552834;;-1,3032371;-0,295428649;2,260683362;-0,774323961;-0,786149296
153;1,593441688;-1,127965916;18/10/2013;18/04/2014;18/09/2014;-0,881510195;0,626692318;-0,108024354;-1,937447417;0,190159187;0,921960512;-0,718530405;-0,847259381;0,859615732;1,476433707;-0,924132869;-0,096946682;-0,001415472;1,247990992;1,737643386;0,648508347;1,319816865;1,803581373;-1,725918959;0,962172027;0,584992205;-0,502339076;0,170173501;-1,130060689;-1,147760899;0,528741535;0,341535215;0,538273392;0,658876398;0,075727591;-0,467825869;0,539628951;0,695624188;0,664845107;0,609506757;-1,253690467;0,181738053;-1,269771048;-0,256984828;0,264857457;-0,838597453
555;-0,175947907;-0,02964329;30/04/2014;11/12/2014;14/02/2015;2,74826181;0,119137503;1,280147432;-0,716993931;0,511996775;1,05717684;-1,070255474;-0,569624385;0,859615732;0,128034862;-0,438810111;-0,153758881;-0,017363948;-0,022296065;0,489723777;-0,124475702;-0,36811104;-0,046357012;0,243890385;-0,12868138;-0,45747705;2,052970423;-0,128840055;2,222433976;2,26459064;-0,259144562;0,657480388;0,177095434;-0,432802895;-0,508355619;0,936438102;-1,347705609;-0,169406369;0,740799441;-0,529953951;0,667339212;-0,560749524;0,597617699;-0,799639446;0,140272444;2,562949856
248;0,081029405;-0,821776709;24/11/2012;28/12/2012;16/04/2013;-0,535521299;1,153379049;-0,329989501;1,810965084;-0,361562392;-2,323231363;2,271132678;1,651455578;-3,534745431;-0,527759986;2,819785553;0,00291381;0,929671778;-0,946957316;-0,861112102;-0,905771408;-0,375882347;0,27692609;1,542748956;-0,20818547;-0,45747705;-1,232427504;-0,510436052;-0,610023352;-0,600860855;-0,617649802;-0,989215943;0,175784799;-2,005555583;0,888785056;1,195678948;0,261728434;-1,358885639;-1,432083925;-2,207523726;0,667339212;-0,560749524;-0,507303676;3,135704324;-1,112897113;-0,144765213
471;1,264096725;-1,137481208;21/05/2011;09/09/2011;16/10/2011;-1,257990919;0,727476517;1,100536345;-1,50041865;0,274449984;0,516311528;-0,190942802;-0,569624385;0,310320587;0,889135381;0,185176293;0,442684982;0,581843099;1,315320694;-0,200533253;-2,124260242;-1,911492633;1,024929682;-1,453432867;-1,714704401;0,584992205;-1,086409818;0,034575374;-0,83803965;-0,840910921;-0,970013606;-2,492306031;-2,323950657;-1,095446136;1,194219109;0,806219698;0,729495436;0,312802834;;0,082592321;-0,293175505;1,666713205;-0,210841673;1,02047989;-0,150182676;-0,729909707
82;0,691197398;-1,148149277;27/02/2013;03/05/2013;18/07/2013;-0,707271183;1,155304664;-0,995505439;0,007151556;0,772531965;0,3810952;-1,070255474;0,540915596;0,310320587;-1,448326493;-0,369478288;0,361400947;-0,043185291;0,520830203;-0,468594235;0,262847488;0,284678757;0,713110412;-0,649339748;1,422961494;-0,978711678;-0,502339076;-0,705037828;-0,690029096;-0,688438857;2,158602987;-0,433347704;-0,005193353;-0,576906299;0,863451696;0,818295822;0,30634338;-1,662324401;-1,305311348;-2,697757751;0,187081792;2,409200781;-0,508372848;-0,124536438;-0,82487443;-0,531491379
143;1,656362408;-2,740075243;15/12/2011;07/02/2012;22/04/2012;-1,486990765;2,555878914;-1,30156756;-3,036875201;0,090542791;-0,565419097;2,095270144;-1,957799362;0,310320587;2,069987707;0,462503584;0,195825032;-0,377343847;-0,049227947;1,319276781;-1,309717911;-1,118819307;2,36158097;-0,738127206;0,490400013;-0,978711678;-1,159418661;-0,260027457;-0,829524786;-0,826188685;-1,396603209;-2,05934582;-2,313464401;-1,141780572;1,131124965;0,999439564;0,707417883;-0,823083648;-1,820348592;-1,645197264;-0,293175505;-1,3032371;0,155803503;1,063241799;-1,208757254;-0,445552231
501;0,126364297;-0,234309995;06/06/2014;08/10/2014;20/01/2015;-0,564768562;0,147276327;0,119202091;0,468219525;0,856822762;0,245878872;-0,542667871;-0,014354394;0,310320587;-0,244314116;0,046512648;0,050221215;0,018330261;0,022590403;-0,859197381;-1,000524291;-1,201195163;0,293946604;0,834840093;-0,973621237;-0,45747705;0,811820095;0,082399521;0,788934231;0,74278639;0,249455533;0,726881318;-0,050304819;-1,345694371;-0,09921599;1,105610175;-1,340546043;0,326156345;0,976111786;0,391986693;0,694020179;-0,540124869;2,009709518;-1,256970169;-0,317711264;0,059972169
507;-1,505401147;0,84992531;20/06/2013;16/09/2013;01/08/2013;0,173258114;0,093980276;1,066797505;0,046561874;-0,039724804;-2,593664019;2,095270144;2,484360564;-0,238974559;-0,71956778;-0,16148282;-0,183091396;-0,492020988;-1,624742989;-0,751015628;2,119671537;2,511935376;-1,574210994;1,624942303;2,48779104;-0,45747705;;;;;;;;;;;;;;;;;;;-1,004012376;-0,846812224
150;-0,18465777;-0,184017671;25/05/2014;26/09/2014;29/11/2014;-0,175842194;0,388226655;1,386346783;-0,381514964;0,695903968;0,921960512;-1,070255474;-0,569624385;0,859615732;0,055015149;-0,230814643;-0,142497505;-0,118370966;-0,237751114;-0,054057073;-0,272423187;-0,386762177;-0,089185115;0,649626711;-0,31132591;-0,45747705;1,103855466;0,288469709;1,126228288;0,997859347;-0,674185518;0,738196245;0,751375166;0,592363751;0,755426424;0,566203894;-0,615024238;0,562700387;0,761049439;0,962854781;-1,205664725;0,181738053;1,837788682;-1,248006252;-0,371114318;1,326310792
769;0,607275422;-0,41767964;12/12/2013;08/05/2014;22/06/2014;0,674195276;0,017670021;-1,145246648;0,29791455;-0,208306398;0,3810952;-0,542667871;0,263280601;0,310320587;-0,749214219;-0,369478288;-0,027212777;-0,463921291;0,763217132;-0,782608529;-0,305669813;-0,211130636;0,747923483;-0,500463025;0,127020962;1,106226833;0,15474051;-0,134085548;0,036880236;-0,023762817;-0,13113366;1,274733985;0,379207791;1,318585435;0,054058805;0,187646688;0,357857544;0,062376438;0,959663389;-0,091115177;-1,253690467;-0,560749524;-0,555478707;-0,215515868;0,765187686;-0,801946934
699;-1,022164624;0,629979429;10/03/2014;23/08/2014;23/08/2014;-0,39364096;-0,105289807;0,267001426;-0,215620451;0,052228792;-1,78236605;1,391820007;1,651455578;-0,788269704;-0,875422506;-0,16148282;-0,299795828;-0,39101397;-1,184855598;-1,009981684;1,01422123;0,210074209;-0,934390013;1,313461195;0,245918969;-0,45747705;;;;;;;;;;;;;;;;;;;-0,929137535;0,862852341
469;0,696190776;-0,815973749;28/02/2013;20/07/2013;08/12/2013;0,01582072;0,627530892;-1,206871598;0,571668881;0,688241168;0,3810952;-1,070255474;0,540915596;0,859615732;-1,752482224;-0,300146465;0,380843665;-0,124446576;0,884410597;-0,717986685;0,606950064;0,508492402;0,979856557;-0,816514266;1,465459176;0,584992205;-0,210303704;-0,244084876;-0,338511795;-0,325193005;0,214156775;-0,943417429;-0,498600767;-0,490382363;0,768723179;0,672831781;0,591009312;-1,018513503;-1,54371467;-0,796706061;0,187081792;2,409200781;-0,513121947;-0,106303283;0,299221162;-0,603528607
279;-1,044972217;0,984741564;07/09/2014;02/06/2015;22/09/2015;-0,707271183;-0,674557474;0,727023651;0,086670879;-0,66807438;-1,78236605;1,040094938;2,206725569;-0,788269704;-2,180329882;-0,577473756;-0,474395282;-0,334814576;-1,22525342;-0,738091259;1,687465402;0,695003773;-1,315302107;1,61323862;0,592585449;-0,45747705;;;;;;;;;;;;;;;;;;;-0,546667073;1,316269813
151;-0,226971721;0,620776754;27/12/2014;13/04/2015;17/06/2015;2,104822027;-0,843856293;-0,168338291;-0,893499754;-1,687226741;0,921960512;-1,070255474;-0,29198939;0,859615732;0,330462152;-0,646805579;-0,250539339;0,020608615;0,291909214;2,335515112;0,605287733;0,496058311;-1,041379003;-1,603043229;0,735119808;-0,45747705;0,738811252;-0,084407161;0,691276425;0,563825038;1,256407892;1,139144916;0,433724291;0,39656149;-1,536375463;-0,085525981;-0,706519701;1,095629442;1,095382482;0,21226002;1,574492115;-0,560749524;-0,683828092;-0,177880703;2,164038121;-0,257244392
165;0,314617775;0,514291451;08/11/2013;10/05/2014;11/06/2014;0,148366826;-1,243359266;-2,069014669;1,86207841;1,324253544;-0,294986441;0,512507335;-0,847259381;0,310320587;-0,417129212;-0,993464692;-0,02011426;0,24009003;1,010092709;0,363830851;0,828040126;0,534914846;0,163984237;-0,235037119;-0,281959534;1,106226833;-0,064286019;0,097750938;-0,216852267;-0,200543524;0,937164481;0,736011087;0,282774824;0,59672813;0,33312409;0,336754954;0,355557804;0,649528048;1,128979862;1,009785656;-1,253690467;0,181738053;-0,425509204;-0,23002212;2,897329499;-0,846812224
685;1,145356057;-1,831687227;22/01/2013;09/03/2013;22/04/2013;-0,64690981;1,670344531;0,281328912;0,720925908;0,527322374;1,05717684;-1,070255474;-0,569624385;0,859615732;0,878664041;1,017158165;-0,044658285;-6,195499978;1,494866568;0,361437449;-2,356986622;-3,414463428;0,09432254;-2,291782564;-3,408165381;-0,978711678;-0,940392133;0,176314068;-0,661836596;-0,659628781;-2,741104392;-0,032835209;-0,227823095;0,138742266;1,359125177;1,403994433;0,713489254;0,246773939;-0,54773647;0,250500128;-1,253690467;0,181738053;-0,511726617;1,130885083;-1,01997801;-0,192790031
371;-0,423260281;0,178774824;30/11/2014;29/05/2015;01/10/2015;0,531692655;0,039038135;-0,074674874;-1,122101432;0,749543566;0,3810952;-0,190942802;-0,569624385;0,310320587;1,166719696;-0,230814643;-0,055366217;0,057062276;-0,260194348;0,271924228;-0,332267113;-0,189370977;0,430933552;-0,282378347;0,291281663;-0,45747705;1,541908523;0,106490644;1,614644307;1,660569579;-0,620144277;0,118577099;0,417085145;-0,226835001;-0,357080086;-0,410594898;-1,105936622;0,637738406;-0,078248613;0,620439192;0,667339212;-0,560749524;1,879233725;-1,200556205;-0,59717619;0,426477359
396;0,594039336;-1,402287686;;03/09/2014;03/09/2014;0,335673765;1,584872076;-0,731191159;-1,02026779;0,90279956;0,110662543;-0,718530405;0,818550592;-0,788269704;-1,051228781;-0,022819175;0,03818983;-0,276336829;0,130317927;0,261871942;0,076666384;0,280015973;0,401748272;-0,855901995;1,508434359;-0,978711678;;;;;;;;;;;;;;;;;;;0,211436934;3,095646193
126;2,805856785;-1,011027469;17/03/2015;31/05/2015;12/04/2015;0,538537759;0,026055764;0,753517426;-3,036744197;-0,982249168;0,516311528;0,512507335;-1,957799362;0,859615732;-1,585630239;1,502480923;-0,008516005;4,202147273;2,392595937;2,424549653;-0,732888954;0,946794123;0,738308493;-2,568825842;0,520960143;1,627461461;;;;;;;;;;;;;;;;;;;0,242434808;-0,846812224
31;1,114160419;-1,501348326;11/02/2013;06/03/2013;17/04/2013;-0,607706033;1,190245257;0,477194574;0,440446714;0,803183164;0,921960512;-1,070255474;-0,569624385;0,859615732;0,257144485;0,323839938;0,367897895;-0,171532555;1,481400628;-0,444660219;-2,636258278;-3,594757753;0,093733348;-2,063232756;-3,581737372;-0,978711678;-0,429330233;-0,119687852;-0,654217001;-0,649340631;-1,419769072;-0,96931793;-0,645802783;-0,392643204;1,282068491;1,228570866;0,631663071;-0,667501761;-0,806631286;-0,726581643;0,187081792;2,409200781;-0,529652969;-0,177739861;-0,903663283;-0,20985148
476;0,207618294;-0,564101816;18/07/2014;16/09/2014;07/02/2015;0,435861198;0,61162904;-0,370487938;1,362080471;0,312763983;-1,376717066;1,215957472;0,818550592;-1,886859995;-0,300746866;1,779808214;0,093173258;0,569691879;-0,444228869;-1,144490855;-0,839278156;-0,420955928;0,640528154;1,082913302;-0,117221331;-0,45747705;0,227749353;-0,047765008;0,114346115;0,14365364;-0,810311648;-0,381263119;-0,235180085;-1,336146478;0,141485073;1,09281509;-1,231932634;-0,021185351;0,090843855;-0,109705903;0,701643313;-0,53423211;-0,149488299;-0,41349017;-0,088266092;0,152230372
38;0,473575382;0,799828371;02/04/2012;16/05/2012;12/08/2016;-0,485738724;-1,787003832;-1,883006239;1,695266871;1,270613946;0,110662543;0,512507335;-1,402529372;-0,238974559;-0,356348208;-0,785469224;-0,416764949;0,988149525;1,185149936;0,417921728;1,02751988;0,968553783;0,360946783;-0,271403986;0,013136725;2,669930717;-1,086409818;-0,170555697;-0,450392844;-0,46285457;-1,136271431;0,877747011;-0,069014766;0,276758899;-0,610854268;0,016432157;-0,300751042;;0,019502351;0,047278645;0,655332776;-0,560749524;-0,303277904;2,077134221;-0,036145596;-0,846812224
369;-0,08676264;-0,542824294;01/07/2014;20/10/2014;26/01/2015;1,73331956;0,87910316;0,727021187;0,666755825;0,328089582;-0,294986441;0,160782267;0,263280601;-0,788269704;-0,353248725;1,017158165;-0,007144427;0,151993684;-0,659683917;-0,835263365;-0,744525273;-0,42251019;-0,340205951;1,452248238;-0,565595745;-0,45747705;0,592793567;-0,101489101;0,519200579;0,47320343;1,476525126;-0,085355192;0,445292237;0,076040635;-0,565123859;-0,801020862;-0,987130445;-0,64061161;0,211390666;-0,512074019;0,667339212;0,181738053;-0,589469074;-0,191319668;-0,796392801;1,567698693
252;0,325829518;0,019222718;08/02/2013;18/09/2013;04/12/2013;-1,059482901;-0,476436548;-1,207204279;0,535839334;1,017741556;0,245878872;-0,190942802;-0,569624385;0,310320587;0,198105318;-0,438810111;0,176358251;-0,084195659;0,52531885;-0,730911054;0,442379267;0,256702052;0,349447397;-0,148187329;-0,574429533;1,106226833;-0,575347918;0,035569734;-0,806735888;-0,793646901;0,184803373;1,113976486;0,528175563;1,294652784;-0,505280793;-0,60244065;0,226907673;0,170633961;0,333000824;0,494928619;-1,253690467;0,181738053;-0,34852876;-0,268421023;-0,104187499;-0,770983564
300;0,495697812;-1,164874308;02/11/2013;20/08/2014;20/08/2014;-0,883377042;1,33472849;-1,180382751;-1,245397867;0,159507988;-1,376717066;0,864232404;1,651455578;-1,886859995;-1,25036876;0,323839938;-0,28078624;-0,236085912;-0,004341478;-0,18090736;-0,215903923;0,256702052;0,824056126;0,4222162;1,725936538;-0,978711678;;;;;;;;;;;;;;;;;;;-0,80416488;-0,104323261
421;-0,996377614;0,642288739;20/01/2015;18/06/2015;25/09/2015;0,124097821;-0,150914457;0,185329331;-0,233633477;-0,032062004;-1,647149722;1,215957472;1,651455578;-0,788269704;-0,834650043;-0,022819175;-0,3308368;-0,363673724;-1,157923717;-1,011417725;0,942740985;0,135469661;-0,879595234;1,31096251;0,196497508;-0,45747705;;;;;;;;;;;;;;;;;;;-0,691416991;1,352724442
168;-1,324352253;1,112719313;14/07/2012;30/12/2012;01/04/2013;0,652415399;-0,594830806;1,125452963;0,273067491;-0,292597194;-2,458447691;1,91940761;2,484360564;-0,788269704;-2,091874597;-1,47878745;-0,262041343;-0,514804526;-1,499060877;-0,664374489;2,380657549;1,908881944;-1,802664792;1,031791681;1,791831819;-0,45747705;;;;;;;;;;;;;;;;;;;-0,750198606;-0,704001581
424;-1,665791366;-1,109404258;;;;-0,71784998;3,497318246;-0,183161104;;0,37406638;-0,565419097;0,512507335;0,540915596;0,859615732;0,010575468;2,126467327;13,15884792;-2,472669883;-2,087073614;-0,786916652;-1,214965027;-1,120373569;-0,76088337;-0,484439508;-0,53145435;-2,021180934;;;;;;;;;;;;;;;;;;;-1,241843707;-0,694680975
465;-0,567258515;0,130338666;29/10/2012;19/01/2013;06/07/2013;-0,821771105;0,275733475;-0,676914776;-0,957211282;1,454521139;-0,024553785;0,336644801;-0,569624385;-0,238974559;1,58442307;0,046512648;-0,054211204;0,048708312;-0,534001806;-0,736655218;-0,518448218;-0,396087746;0,509473752;0,350669235;0,161162357;-0,45747705;-0,86738329;-0,280310682;-0,266030401;-0,252730784;1,841316713;-0,541385224;0,154964122;-0,625171525;0,883159506;0,662697857;0,59881363;-1,112855422;-1,429072906;-0,91770065;-1,105918953;0,181738053;0,48455039;0,667715976;-0,905786138;0,723472944
314;0,676601369;-0,028822669;14/05/2013;08/06/2013;26/10/2013;-0,483249595;-0,659804779;-0,711257372;1,484765555;0,420043178;1,192393168;-1,070255474;-0,569624385;-0,238974559;-0,246787768;-0,854801047;-0,009767269;-0,265704511;1,544241683;-0,470030276;0,144821966;-0,307494845;0,914776329;-0,226583021;-0,926587287;0,584992205;-0,429330233;0,211731639;-0,659042744;-0,652559825;-0,310101414;-0,056372526;0,111363861;0,522636528;1,052030512;0,447745317;0,748668005;0,916387159;-0,067309692;1,179682485;-0,773433047;0,924225629;-0,648638494;-0,088113131;1,261913485;-0,846812224
121;-2,137089458;2,317996168;24/09/2014;06/04/2015;05/05/2015;1,801770601;-1,241744234;1,160436279;1,019963977;-2,070366727;0,3810952;0,160782267;-0,569624385;0,310320587;1,057662678;-0,854801047;-0,494030501;-0,056855414;-1,90752774;-0,307278966;-0,179332635;0,701220819;-1,544858099;1,239566588;0,470344927;1,106226833;;;;;;;;;;;;;;;;;;;1,691393451;-0,623749583
392;0,548745969;0,036826985;02/01/2014;22/05/2014;02/07/2014;1,463249091;-0,677352721;-1,264607869;0,523852484;0,182496387;0,651527856;-0,366805336;-0,569624385;0,310320587;-0,360392617;-0,577473756;-0,03974948;-0,320385002;0,938274359;-0,654322202;0,286120126;-0,374328086;0,640711007;-0,342329516;-1,157459522;1,106226833;0,446775881;-0,089524688;0,37519024;0,39877979;0,728282473;1,228376495;0,281718832;1,041536621;-0,280635537;-0,190656224;-0,198827776;0,04843876;1,502256692;0,029057135;-1,253690467;0,181738053;-0,522322909;-0,161722697;1,990539006;-0,72106303
219;2,244740169;-1,130115161;;31/07/2013;01/07/2013;0,605121953;0,144822721;1,18927854;-1,122996625;0,167170788;-0,024553785;0,864232404;-1,124894376;0,310320587;0,385921195;-0,577473756;0,022139963;0,682090666;1,517309802;3,02290006;0,289444788;0,524035016;2,039618469;-0,831536583;0,643200665;0,584992205;;;;;;;;;;;;;;;;;;;-0,496091838;-0,846812224
652;0,328061486;0,346708985;28/04/2013;31/08/2013;25/10/2013;-2,325204873;-0,993184622;-1,778970549;1,549830789;1,216974348;-0,024553785;0,336644801;-0,847259381;0,310320587;-0,302615861;-0,854801047;0,013549554;0,105667157;0,915831125;-0,077033729;0,648508347;0,295558587;0,243169499;-0,16932905;-0,549838178;1,106226833;-1,013400975;-0,027605279;-1,509135524;-1,519975928;1,335648459;-1,16938942;-0,59441273;-0,247345063;1,261485279;0,483454067;0,717453168;0,6591778;0,456588775;0,389019342;0,187081792;2,409200781;-0,556677336;-0,626851256;0,361823251;-0,844916508
229;-0,355138558;1,242768152;11/12/2013;05/09/2014;01/09/2014;-0,424755069;-1,509901637;-0,314033107;0,068526849;-1,756191939;0,245878872;-0,015080268;-0,29198939;0,310320587;-1,046194526;0,531835406;-0,430986046;0,349451012;-0,094114415;1,364751412;1,062428837;0,77893389;-2,556727911;-0,248406593;0,634366878;1,106226833;;;;;;;;;;;;;;;;;;;2,214124215;-0,845548413
561;0,080915212;-0,494055979;18/12/2013;20/06/2014;30/07/2014;-0,455869179;0,626009035;0,160498964;1,046339414;0,37406638;-0,835851753;0,688369869;0,540915596;-1,33756485;-0,37399158;1,294485455;0,050509968;0,364640037;-0,48462669;-1,056413675;-1,223276684;-0,744242304;0,302434005;1,407397065;-0,60642217;-0,45747705;-0,35632139;-0,021990109;-0,560242;-0,559361208;0,545813876;-0,225548172;-1,313372635;0,447681853;0,170369201;-0,416501764;0,472844517;-0,035229632;-0,062166895;-0,12790254;1,51259227;0,181738053;-0,505260178;-0,189861876;-0,764682664;0,131377491
167;-1,923713371;1,91139816;30/12/2013;12/10/2014;11/10/2014;-0,365015979;-1,009862931;1,245437654;0,729550326;-2,146994724;0,3810952;-0,366805336;-0,014354394;0,310320587;0,505744937;-0,022819175;-0,404228246;-0,170773103;-1,82224345;-0,325947498;0,58866442;0,72453474;-1,571955814;1,271958863;0,514036364;-0,45747705;;;;;;;;;;;;;;;;;;;-0,374939878;-0,379202154
