API;Surf_X;Surf_Y;Date_Drilling;Date_Completion;Date_Production;Lateral_Length (ft);Depth_TVD_PPLS (ft);Erosion_PPLS (ft);Pressure_PPLS (PSI);TOC_PPLS (%);Vcarb_PPLS;Vsand_PPLS;Vclay_PPLS;PR_PPLS;YM_PPLS (PSI);RHOB_PPLS (g/cc);Res_PPLS (Ohmm);GR_PPLS (API);DT_PPLS (us/ft);DTs_PPLS (us/ft);Temperature (F);Temp_Anomaly (F);S3Tect_PPLS (PSI);S3_contrast_PPLS (PSI);Heat_Flow (W/m2);Zone;Nbr_Stages;Frac_Gradient (PSI/ft);Proppant_Designed (kg);Proppant_in_Formation (kg);Avg_Breakdown_Pressure (KPa);Avg_Treating_Pressure (KPa);Max_Treating_pressure (KPa);Min_Treating_Pressure (KPa);Avg_Rate_Slurry (bpm);Max_Rate_Slurry (bpm);Min_Rate_Slurry (bpm);ShutInPressure_Fil (KPa);ShutInPressure_Initial (KPa);ISIP (KPa);Shot_Density (shots/ft);Shot_Total;Proppant_per_ft (kg/ft);Stage_Spacing (ft)
75;1.270927583;-0.816657599;01/08/2013;08/07/2014;04/11/2014;-0.5529452;0.057983701;1.864124348;-2.666527382;-1.373051953;0.110662543;0.336644801;-0.569624385;0.310320587;1.824128687;0.601167229;-0.137179633;0.533997669;0.489409675;0.705129923;-0.328942451;0.38570575;1.544794388;-0.713041103;0.035818072;0.584992205;-0.429330233;0.202321173;-0.644565515;-0.648441002;1.336930298;-2.159606658;-0.29205493;-0.863315657;0.070293623;-0.559033412;-0.897383828;0.853722968;0.869483103;0.795215623;1.627854051;0.181738053;-0.578844481;-0.1383041
621;0.154372894;0.319726196;14/12/2012;13/05/2013;23/08/2013;-0.485116441;-0.788137694;-0.595055394;0.826777;0.91046236;0.516311528;-0.366805336;-0.847259381;0.310320587;-0.424059638;-0.993464692;0.015979894;0.030481481;0.754239839;0.503605506;0.244561844;-0.030836311;-0.104885028;-0.108946328;-0.2855408;1.106226833;-0.648356761;-0.136380735;-0.588688487;-0.584528096;1.268885007;0.548401815;0.472502472;0.526240672;0.816728376;0.935284591;0.437037573;-0.805761069;0.142465307;-0.119922235;-0.773433047;0.924225629;-0.523957342;0.362093136
640;0.098033883;1.58283727;04/07/2013;;06/04/2016;0.304559656;-2.45261436;-0.569148125;;0.320426782;-0.565419097;2.095270144;-1.957799362;1.408910877;-0.904246501;-0.508141933;-0.300036455;0.56437572;0.633046374;1.866408393;1.6342708;1.1612822;-1.485872952;-1.057630862;0.823696436;2.669930717;-0.648356761;0.056234387;-0.722793353;-0.919767703;1.715310329;1.35526387;0.475796008;1.331002914;-3.213068343;-2.427199057;-0.468898793;1.19423886;1.235576752;1.169841529;-0.773433047;0.924225629;-1.5967624;1.037402537
770;1.419431278;-0.543488606;19/05/2012;19/06/2012;04/08/2012;-0.742118985;-0.442023947;1.754588323;-3.560606667;-2.169983123;0.651527856;-0.190942802;-1.124894376;0.859615732;2.139359378;0.670499051;-0.430312288;0.234773871;0.390659444;2.378117661;0.987623929;1.663308639;1.879835917;-0.533032236;0.682594583;2.148696089;-1.159418661;-0.413180315;-0.966620383;-0.966121835;0.692789229;0.61991834;-0.057623788;-0.123059595;0.412231092;1.087998962;-0.078541016;-0.971367518;-1.663131108;-1.347402783;0.667339212;-0.560749524;-1.017846481;2.19567553
138;-0.55728214;0.549539063;16/03/2013;15/06/2013;03/09/2013;-0.173353065;-0.413978297;-1.146000727;-0.771098512;-0.622097582;0.110662543;-0.366805336;-0.014354394;-0.238974559;1.030200508;1.225153633;-0.453316296;0.003141236;-0.511558572;-0.22494595;-0.337254107;-0.428727236;-0.120249712;0.060761398;0.175964921;-0.45747705;-0.721365604;-0.319554737;-0.433248756;-0.424308671;0.015980315;0.862181503;0.511605729;1.033859933;0.349901467;1.03325325;0.235842567;-0.654458979;-0.61226645;-0.915858053;0.667339212;-0.552499662;-0.518817852;0.837133476
779;0.220044643;-1.415534849;27/02/2013;09/04/2013;23/06/2013;-0.577214205;1.903499224;-0.788693322;-0.985617278;-0.560795184;-2.864096675;2.974582815;1.929090573;-4.084040576;-0.542806939;1.710476391;-0.203785378;0.063137886;-0.718036326;0.395902433;-0.44364331;-0.088343984;0.436657849;1.118658734;0.547700258;-0.978711678;-0.429330233;-0.327744694;-0.62284967;-0.63036915;-0.092480895;-0.734322872;-0.699255773;-0.216414949;1.474068695;1.256219146;0.651410813;-1.847603815;-1.62154335;-1.793219492;0.187081792;2.409200781;-0.522894275;-0.155781312
593;0.361302229;0.11451241;17/04/2013;29/08/2013;02/11/2013;-1.000366093;-0.660860761;-1.456508459;0.735030653;0.933450759;0.245878872;-0.190942802;-0.569624385;0.310320587;0.03654262;-0.577473756;0.108477179;-0.068247183;0.668955549;-0.599273964;0.480612887;0.210074209;0.356837683;-0.219095598;-0.708368855;1.106226833;-0.794374447;0.097131721;-0.838611192;-0.835558146;1.693694353;0.800518144;0.139170942;0.604893405;0.815652903;0.464633922;0.597030448;0.636709855;0.29097838;0.822155783;-1.253690467;0.181738053;-0.505505802;0.267064795
603;0.196603794;0.271817579;10/07/2013;08/10/2013;27/12/2013;-0.312744275;-0.754905308;-0.851520853;1.021776196;1.048392754;0.3810952;-0.366805336;-0.847259381;0.310320587;-0.390581222;-0.924132869;0.033569778;0.009976297;0.767705779;0.14172318;0.207990555;-0.096115291;0.00610132;-0.027477988;-0.46364906;1.106226833;-0.283312547;0.023831934;-0.486585918;-0.488558033;0.576440907;1.334620329;0.366382168;1.493891028;-0.384779635;-0.225438079;0.278483679;-0.157835106;0.078808629;0.426389939;-1.253690467;0.181738053;-0.508299437;-0.206505773
89;0.097504439;-1.156570408;04/11/2012;18/12/2012;28/04/2013;-0.746474961;1.656275119;-0.688548774;1.086994268;-0.67573718;-3.134529331;3.15044535;2.206725569;-4.633335722;-0.548090048;2.958449198;-0.075193939;0.831702565;-1.032241606;-0.258453572;-0.614863432;-0.237553081;0.250742638;1.345555699;0.004302938;-0.978711678;-0.648356761;0.186473093;-0.686219299;-0.677931996;;-1.209452915;-0.947909879;-1.343229137;0.82210574;0.386192143;0.799660491;-1.055466287;-1.786306157;-0.242325462;0.667339212;-0.560749524;-0.448796183;0.138586479
283;0.907635952;-0.591592609;15/08/2013;08/02/2014;30/03/2014;0.002752794;0.040684225;0.949567911;0.30280536;-0.346236792;0.786744184;-0.894392939;-0.569624385;0.310320587;0.464178275;-0.022819175;0.042304564;-0.03635023;1.023558649;-0.358497761;0.475625893;0.595531042;1.257507819;-0.731222378;0.422117221;0.584992205;-0.137294862;-0.070188059;-0.301429768;-0.292736385;0.71132709;-0.840810016;-1.82345678;-0.390326523;-1.140024311;-1.89597488;0.288617388;;0.948342422;-0.108130292;-1.253690467;0.181738053;-0.451459668;-0.218052405
433;1.004970495;-1.109677798;23/12/2012;11/02/2013;04/06/2013;-0.551700636;0.775710064;0.81142127;-0.24260724;0.159507988;-0.024553785;0.336644801;-0.014354394;0.310320587;0.459714003;0.462503584;0.045962104;0.603107734;0.314352448;-0.868292307;-1.441042082;-1.485625003;0.775635785;-0.932946929;-1.682234263;0.584992205;-1.013400975;-0.287971866;-0.074492839;-0.054603255;0.607148951;-0.395794555;0.186454768;-0.927849504;0.817217227;1.097696565;0.571440619;-0.76074918;-0.593557354;-1.256108065;-1.253690467;0.181738053;0.515914529;1.57918848
99;0.415834903;-0.199179615;20/05/2013;08/03/2014;03/05/2014;-1.173360542;-0.197781438;-1.24128073;-0.105599071;0.588624772;-0.024553785;0.160782267;-0.29198939;0.310320587;-0.003596477;-0.022819175;0.152848926;-0.221656338;0.238045452;-0.994663913;0.560404788;0.137023922;0.551590762;-0.289714726;-0.414705101;1.106226833;-0.648356761;-0.048200395;-0.897536058;-0.884090082;2.400953634;-0.58713193;0.19345013;-0.479849087;-0.267348243;-0.385933731;0.431449206;-0.561383594;0.34313486;0.037659871;-1.253690467;0.181738053;-0.416285599;-0.226474395
518;0.387691351;-0.883401415;21/11/2013;04/06/2014;11/07/2014;1.514898512;0.975942954;-0.935319646;0.404966511;-0.246620396;-2.188015035;1.91940761;1.929090573;-2.985450286;-0.887133655;1.571812746;-0.218632107;0.535516572;-0.264682995;-0.707455718;-0.626499751;0.245822222;0.918443536;0.795914124;1.429407772;-0.978711678;0.519784724;-0.168605164;0.451640173;0.460813907;-0.223241771;0.664020612;-0.077967197;-0.07287989;0.087020056;0.930755993;-1.12863655;-0.895109945;0.39834617;-0.637292725;-1.253690467;0.181738053;-0.481587492;-0.212638269
677;0.051463623;-0.836665113;27/09/2012;19/12/2012;20/04/2013;-0.52743163;1.20813484;-0.278029567;1.706402196;-0.330911193;-2.323231363;2.271132678;1.651455578;-2.985450286;-0.51780353;2.75045373;0.013477366;0.866637323;-0.96940055;-0.829040521;-0.867537788;-0.386762177;0.153180706;1.554336121;-0.288883314;-0.45747705;-0.575347918;0.037099564;-0.591926815;-0.581906158;0.09036474;-0.8307964;-0.798538324;-1.033302381;1.208390278;0.791301829;0.812870465;-0.631086095;-1.038292048;-0.14775919;0.667339212;-0.560749524;-0.4800899;0.15981022
494;-0.461484021;-0.180266262;20/01/2015;10/05/2015;12/08/2015;1.437735521;0.681696576;0.865268864;-0.84074888;1.745707528;0.516311528;-0.190942802;-1.124894376;0.310320587;1.259686209;-0.230814643;0.035350423;-0.119889869;-0.480138044;-0.515983588;-0.089566745;-0.086789723;0.355303754;0.136106019;-0.007395862;-2.021180934;2.345005794;-0.01161008;2.53366902;2.572221656;-0.85652003;1.368974279;0.529742766;0.866596867;-0.402763481;0.391495369;-0.512073375;0.468298965;0.410480407;-0.055962787;0.667339212;-0.560749524;1.988407406;-1.23339336
144;-0.39713069;0.408489999;21/11/2012;17/03/2013;28/08/2014;-0.546100096;-0.358477107;-0.532991798;-1.105725954;-0.499492786;0.516311528;-0.718530405;-0.29198939;0.310320587;0.939544065;0.11584447;-0.226933762;0.048708312;-0.14348953;0.874582758;-0.19928061;-0.021510743;-0.131545929;-0.841794568;0.463421148;-0.45747705;-0.721365604;-0.337542984;-0.629453318;-0.62980572;0.092674527;0.49244082;0.39727012;0.659874666;1.038204082;1.248210679;0.583342398;-0.698618111;-0.588039518;-1.047655165;-1.253690467;0.181738053;-0.550753466;0.497119539
78;-0.138066748;-0.514180724;14/05/2014;30/10/2014;01/02/2015;2.991574145;0.88534588;0.943895074;0.435490403;0.466019977;0.110662543;-0.190942802;-0.014354394;-0.238974559;-0.242024757;0.670499051;-0.018357678;0.019849164;-0.632752036;-0.747664865;-0.486863923;-0.31371189;-0.484811751;1.268096475;-0.539333133;-0.45747705;2.198988109;0.080324207;2.363142491;2.417821157;0.075423105;-0.187325597;0.320156007;-0.116343974;-0.504323795;-0.827698418;-0.840636205;-0.590617104;0.02851716;0.193650824;0.667339212;0.181738053;0.584756219;-0.800857478
71;-0.096116141;-0.089235982;06/02/2014;11/08/2014;10/10/2014;0.694108306;0.136716503;1.178038831;-0.34712646;0.573299173;1.05717684;-1.070255474;-0.29198939;0.310320587;-0.295405194;-0.369478288;-0.166608399;-0.025717912;-0.013318772;0.108215557;-0.561668831;-0.602804515;-0.070391948;0.798184087;-0.368148652;-0.45747705;0.15474051;0.013047241;0.030022601;0.05403882;-0.420487966;0.877347895;0.31870431;0.616632619;-1.156843944;-0.617437313;-0.784039757;0.416964124;0.641434331;0.241290436;-1.182541219;0.154238513;-0.464723928;-0.205424562
713;0.210919529;0.007011101;18/10/2014;06/04/2015;01/07/2015;1.321991034;-0.341798797;-0.570427101;0.548852381;1.063718354;0.651527856;-0.718530405;-0.569624385;0.859615732;-0.107243942;-0.646805579;0.093654513;-0.090271269;0.493898322;-0.581562792;-0.328942451;-0.619901391;0.202017544;0.11480894;-0.843501932;1.106226833;1.249873152;0.186376341;1.278874168;1.322784466;0.005877616;0.651020847;0.769818969;0.022471875;-0.877653472;-0.683042075;-1.011946127;0.584638546;0.495462156;1.025270789;0.667339212;-0.560749524;0.646268389;-0.819552605
332;-0.461857746;1.165082728;02/08/2015;15/02/2016;18/03/2016;1.517387641;-1.327962088;-0.318281574;-0.104005191;-2.169983123;0.516311528;-0.718530405;0.263280601;-0.238974559;-1.010583298;0.739830874;-0.517347325;0.316035157;-0.305080817;0.86213707;0.871260739;0.530252062;-2.147753047;0.392849103;0.497323792;1.106226833;;;;;;;;;;;;;;;;;;
588;-1.054159618;0.617865504;21/02/2014;19/08/2014;19/08/2014;-0.330790459;-0.05283233;0.363545619;-0.191996094;0.136519589;-1.917582378;1.391820007;1.651455578;-0.788269704;-0.923183886;-0.300146465;-0.267287026;-0.422151472;-1.216276126;-1.00375884;1.10398712;0.30954694;-1.002121602;1.311968026;0.317066773;-0.45747705;;;;;;;;;;;;;;;;;;
626;0.115069504;0.492603619;23/07/2013;14/03/2014;04/05/2014;-0.356926311;-1.007471442;-0.646904434;0.75854584;0.527322374;0.245878872;0.160782267;-0.847259381;0.859615732;-0.318756323;-1.062796514;0.022741532;0.097313193;0.799126307;1.364272732;0.668456322;0.421453763;-0.289799631;-0.54657433;0.160684855;1.106226833;-0.283312547;-0.124780096;-0.475918486;-0.4705009;-0.51393767;-0.587976487;-0.844954792;-0.095546356;0.765669023;0.481885722;-0.041166965;-0.121501643;0.917546491;-0.012444217;-1.253690467;0.181738053;-0.437861008;-0.235293025
658;-0.14342347;-0.113717832;09/01/2014;01/08/2014;04/10/2014;0.758203371;0.22545008;1.298208345;-0.430466728;0.596287572;1.05717684;-1.070255474;-0.29198939;0.859615732;-0.100053449;-0.300146465;-0.161098025;-0.056095963;-0.103091709;0.126405409;-0.373825395;-0.469138033;-0.068624375;0.673474261;-0.290554571;-0.45747705;0.15474051;0.174748825;0.030022601;-0.045640276;-1.223106907;0.111312039;-0.49747167;0.082518678;0.506554043;0.46969445;-0.521562826;1.138975248;0.684389884;0.800954114;-1.253690467;0.181738053;-0.639566551;-0.172943171
273;1.172264241;-0.925448455;26/04/2013;07/06/2013;22/08/2013;-0.671178816;0.343098938;1.692214224;-1.903932271;-0.706388379;-0.294986441;0.864232404;-0.569624385;0.310320587;1.464605827;0.739830874;-0.097427938;0.791451648;0.314352448;-0.101925106;-0.990550303;-0.506440307;1.360098192;-0.776500788;-0.758984071;0.584992205;-0.502339076;-0.228782716;-0.738032543;-0.732557859;-0.445148015;0.659630341;-0.075721604;0.907956429;1.159804211;1.019566822;0.549195867;-1.107074555;-0.950391088;-0.871240309;-0.773433047;0.924225629;-0.627886717;-0.0971007
349;0.225608989;0.3108166;17/12/2012;26/04/2013;27/07/2013;-0.569746819;-0.841837503;-1.142632018;1.269744607;1.109695152;0.245878872;-0.015080268;-0.847259381;0.310320587;-0.375327872;-0.924132869;0.046323046;0.035038189;0.821569541;0.146509983;0.39417166;0.054648067;0.045221582;-0.059119363;-0.442877721;1.106226833;-0.86738329;-0.293064166;-0.624119602;-0.622299085;-0.077200325;0.592041651;-0.313408973;1.008373196;0.587983576;0.574912736;0.42049537;-0.713402319;-1.152951305;-0.669898987;-1.105918953;0.410195768;-0.514904593;0.932976624
179;0.334840438;0.507062174;06/06/2013;26/08/2013;31/10/2013;1.126594427;-1.251372309;-2.102674651;1.827318728;1.339579143;-0.159770113;0.512507335;-0.847259381;0.310320587;-0.397518539;-0.993464692;-0.04956709;0.287176009;1.010092709;0.276232351;0.826377795;0.539577631;0.212440132;-0.236849637;-0.32779973;1.106226833;-0.064286019;0.08014196;0.167175305;0.172096014;0.773581898;1.293974683;0.500347823;1.300872265;-0.388876674;-0.396877842;0.304503588;0.545418702;0.798114712;0.948744677;-1.253690467;0.181738053;-0.591812447;0.327680206
466;0.105477235;-0.348532578;04/01/2013;07/04/2013;28/06/2013;-0.930048206;0.360398414;0.194772559;0.679506864;0.688241168;-0.159770113;-0.015080268;0.263280601;-0.238974559;-0.289757998;0.531835406;0.05513002;0.144399171;-0.201841939;-0.986047667;-1.146809444;-0.986707086;0.328566665;1.122473651;-0.798377989;-0.45747705;-0.794374447;0.072285647;-0.806608895;-0.798542442;;-1.416027305;-0.693708765;-0.498592699;1.251987597;0.553911987;0.836650158;-0.760731031;-0.261445377;0.35997001;-0.773433047;0.924225629;-0.502659007;0.335789291
60;-0.382794192;0.830152259;22/08/2014;04/02/2015;09/05/2015;1.433379546;-0.975139747;-0.775979957;-0.644679819;-2.169983123;0.786744184;-1.421980542;0.263280601;0.310320587;0.031503651;0.11584447;-0.450693454;0.054024471;-0.085137121;1.22928488;0.392509328;0.464973082;-1.427944285;-0.543074445;0.63723189;-0.45747705;0.373767038;0.11075449;0.265554432;0.315571857;2.710127177;1.173371929;0.786905436;1.265044184;-2.013844432;-1.987019379;-1.101833087;0.551765412;1.187098725;0.738545246;0.692126691;-0.484105645;-0.600647095;-0.097479124
372;0.648727729;-0.403514164;23/02/2014;17/08/2014;28/11/2014;-0.585926156;-0.038141752;-0.962572427;0.579943956;-0.009073605;0.651527856;-0.718530405;0.263280601;0.310320587;-0.646708364;-0.508141933;0.028035341;-0.42746763;0.987649475;-0.700754193;-0.230864905;-0.119429213;0.77593546;-0.517064821;0.13370599;1.106226833;-0.429330233;-0.018054823;-0.644565515;-0.654312862;2.118663844;-0.186442196;0.538231369;0.364976826;-0.335442655;-0.582868136;-0.791934722;-0.089696729;0.884336681;0.197697145;0.667339212;0.181738053;-0.559356824;-0.162055183
33;0.974947938;-0.774512866;07/04/2013;27/09/2013;09/12/2013;-0.493828392;0.274677493;1.296616402;-0.470990578;-0.545469585;0.245878872;-0.015080268;-0.29198939;0.310320587;0.749809806;0.462503584;-0.066555405;0.417801626;0.422079972;-0.457105908;0.04674442;0.253593529;1.277342229;-0.690242224;0.027700538;0.584992205;-0.429330233;0.021469133;-0.605959568;-0.59291396;-0.442083748;0.268423541;0.063962153;0.908193502;0.95603041;0.459185985;0.638861498;0.030336088;0.283784133;-0.053338532;-1.253690467;0.181738053;-0.531202853;-0.095731403
257;-0.171774647;-0.177315935;16/05/2014;08/10/2014;05/12/2014;-0.267317675;0.36083323;1.364360228;-0.362039062;0.672915569;0.921960512;-1.070255474;-0.569624385;0.859615732;-0.001567185;-0.230814643;-0.146949117;-0.106219746;-0.219796527;-0.046398188;-0.320630794;-0.41163036;-0.088550211;0.69697657;-0.3206372;-0.45747705;1.030846624;0.159059354;1.041904774;1.084816595;-0.179785905;0.682579487;0.676770813;0.528024632;0.650195544;0.590704768;-0.616382853;0.26853281;1.134729297;0.44159052;-1.204433296;0.181738053;2.124385285;-1.248055374
351;1.32789985;-1.110322572;27/03/2014;29/07/2014;14/11/2014;-1.058238337;0.702940456;1.125871896;-1.839805898;0.174833588;0.651527856;-0.542667871;-0.569624385;0.859615732;1.092682462;-0.022819175;0.442612794;0.474001019;1.396116337;0.155604909;-1.793456315;-1.328644599;1.133772593;-1.518390037;-1.138359441;0.584992205;-0.575347918;0.118180539;-0.813212543;-0.800882149;2.252024489;-1.33875316;0.133092116;-0.265051397;0.068642123;-0.543835271;-0.747878834;0.74753044;0.328907412;0.427983862;1.627854051;0.181738053;-0.365769621;-0.267419312
197;0.74337353;-0.969879204;16/05/2011;25/07/2011;25/08/2011;-1.245545276;0.831832421;-0.908976193;0.591996308;0.734217966;0.516311528;-1.070255474;0.263280601;0.859615732;-1.519407043;-0.300146465;0.562758201;0.000862882;0.776683073;-0.707934398;0.365912028;0.402802625;0.85666481;-0.679479323;1.366138752;0.584992205;-0.794374447;0.148449513;-0.646597315;-0.689032701;0.668227718;-2.996012646;-2.657513058;-1.335364258;0.668159389;0.244673342;0.618319449;0.068949456;;0.417798029;0.667339365;3.151688357;0.128518956;0.027441331
117;1.060541294;-1.435405592;30/05/2013;02/12/2013;06/02/2014;0.023910389;1.166765178;0.491940993;0.417979558;0.741880766;0.786744184;-0.894392939;-0.29198939;0.310320587;0.27027677;0.254508116;0.313299471;0.07756746;1.140263467;-0.619378538;-2.656206254;-3.266808593;0.039949337;-1.79151051;-3.453050573;-0.978711678;-0.137294862;0.147762789;-0.318954835;-0.315205161;-0.022069881;-0.822381288;-1.177767464;0.129683223;0.743830022;0.572307656;0.640945472;;1.077601285;0.74652164;-0.689910018;1.053353903;-0.503865739;-0.205465695
64;1.306981644;-1.175991765;12/01/2013;28/02/2013;22/05/2013;-0.636331013;0.7995939;0.964910692;-1.469392577;0.435368778;0.786744184;-0.718530405;-0.569624385;0.859615732;0.866567845;-0.022819175;0.58099778;0.477798276;1.580150858;-0.089479417;-2.242285763;-1.950349168;0.995724085;-1.645469081;-1.642840344;0.584992205;-0.648356761;-0.382229151;-0.667932272;-0.656672968;1.180486391;0.704655568;0.073385764;0.52747329;1.039351253;1.049631678;0.717904754;-1.363689342;-1.482462735;-1.447563534;0.517258768;-0.560749524;-0.51626694;0.23277857
657;-0.29189602;-0.307306159;21/06/2014;11/01/2015;31/03/2015;1.006493964;0.710083866;1.523537272;-0.4010127;1.086706753;0.921960512;-0.894392939;-0.847259381;0.859615732;0.444076749;-0.16148282;-0.075795508;-0.248996584;-0.453206163;-0.366156646;0.025134114;-0.141188872;-0.176050179;0.34750596;-0.289360816;-0.45747705;1.97996158;0.148806553;2.138110461;2.169847367;0.008906405;0.635629678;0.353405438;-0.577215331;-0.168487471;1.236784679;-1.367399924;0.694949355;1.199100672;0.383821535;0.667339212;-0.546470916;1.980993416;-1.225295355
367;-1.258960798;0.958344932;25/03/2014;03/12/2014;01/06/2015;-0.59277126;-0.426215269;0.984839551;0.156954433;-0.162329599;-2.593664019;2.095270144;2.484360564;-0.788269704;-2.070131647;-1.548119273;-0.298737066;-0.584674042;-1.431731175;-0.75532375;2.196138776;1.573161477;-1.697245285;1.045061898;1.458296645;-0.45747705;;;;;;;;;;;;;;;;;;
236;1.228073809;-0.816813908;08/09/2013;19/02/2014;29/05/2014;1.578993578;0.086122525;1.884871356;-2.46698672;-1.342400754;-0.024553785;0.512507335;-0.569624385;0.310320587;1.787588995;0.670499051;-0.172094711;0.625891272;0.359238916;0.46578976;-0.407072021;0.303329894;1.523461604;-0.684252285;-0.068754874;0.584992205;0.519784724;0.176314068;0.459767741;0.485582107;-0.09963145;-0.915579116;-1.629372465;-0.25386922;-1.132028404;-1.882069132;0.294741194;;1.647184919;0.798391107;-1.253690467;0.181738053;-0.490513906;-0.185232095
542;0.196261213;0.290789547;08/01/2013;19/04/2013;07/08/2013;-0.49880665;-0.783882706;-0.882344417;1.061121012;1.040729955;0.3810952;-0.190942802;-0.847259381;0.310320587;-0.397269827;-0.924132869;0.034267599;0.019089713;0.78117172;0.203472942;0.261185157;-0.049487448;-0.004234922;-0.042806707;-0.429030162;1.106226833;-0.502339076;0.149042728;-0.58373575;-0.573242969;0.137172054;0.656836532;-0.495963519;1.178949659;0.681816283;0.445944472;0.352338169;0.609371031;0.714888327;1.079672223;-1.253690467;0.181738053;-0.490932161;0.033928599
286;0.296824323;-0.146620814;12/11/2013;05/05/2014;24/06/2014;-0.552322918;-0.17246892;-0.901906094;0.361953588;1.094369553;0.110662543;-0.015080268;-0.569624385;0.310320587;0.251401947;-0.16148282;0.240774285;-0.067487732;0.273954626;-0.957326848;0.497236199;0.166554889;0.428084102;0.004392108;-0.415182603;1.106226833;-0.429330233;0.141238696;-0.639739771;-0.632968623;-0.287706925;0.244035478;-0.604452357;0.700133442;1.339125155;1.20664292;-0.337719233;1.032742501;1.132981511;0.832306895;-1.253690467;0.142659759;-0.550854032;-0.137855966
619;0.209694542;0.278128543;22/07/2013;19/10/2013;26/12/2013;-0.314611122;-0.777143054;-0.962764643;1.109614262;1.071381154;0.3810952;-0.190942802;-0.847259381;0.310320587;-0.375761591;-0.924132869;0.040259228;0.016051907;0.785660367;0.109172918;0.26617215;-0.05104171;0.028668357;-0.034253351;-0.471527844;1.106226833;-0.210303704;-0.050361496;-0.402770377;-0.393531496;0.133033305;0.869583283;0.486955924;0.706775552;0.111707046;-0.109380515;0.345648018;-4.311709992;0.144585018;0.25822225;-1.253690467;0.181738053;-0.343135464;-0.311813301
457;-0.440015608;-0.081674549;14/11/2013;07/06/2014;04/08/2014;-0.699181514;0.493514308;0.68215846;-0.935617484;1.569463135;0.3810952;-0.190942802;-0.847259381;0.310320587;1.241170652;-0.300146465;-0.008179126;-0.064449926;-0.408319694;-0.294354597;-0.159384659;-0.141188872;0.494815082;0.090076709;0.064945697;-0.45747705;-0.575347918;-0.197920526;-0.169864766;-0.160146982;0.623392606;-0.14830874;-0.027815622;0.524854985;0.985704138;0.460980599;0.462812241;0.010421474;0.459896582;-0.655468952;0.526087029;-0.560749524;0.504579413;0.02157417
499;0.375451864;0.095813981;28/06/2013;25/03/2014;15/05/2014;-0.439689842;-0.644151394;-1.461789471;0.637345466;0.89513676;0.245878872;-0.190942802;-0.569624385;0.310320587;0.050559482;-0.508141933;0.113554423;-0.080398403;0.646512314;-0.640919153;0.497236199;0.225616823;0.382274488;-0.242636746;-0.715292634;1.106226833;-0.35632139;0.210610938;-0.560242;-0.538297651;0.387829052;0.144970787;0.17458715;0.296809477;0.49387143;0.355171251;0.576498374;0.997059951;0.193375692;1.133139837;-1.253690467;0.181738053;-0.482312038;-0.178792975
152;-1.797228295;0.843028188;17/11/2014;05/02/2015;13/04/2015;0.303937374;0.601100275;0.97969654;-0.292519698;-0.41520199;-1.376717066;0.512507335;1.929090573;-0.238974559;0.258575763;1.017158165;-0.374318224;-0.043185291;-1.741447807;-0.686393784;1.489647978;1.464363177;-1.055636414;1.470425198;1.43370529;-0.45747705;;;;;;;;;;;;;;;;;;
563;0.19014666;-0.188198928;17/11/2013;17/05/2014;05/09/2014;0.415948167;0.004066484;-0.274434142;0.476909446;1.017741556;0.245878872;-0.366805336;-0.29198939;0.310320587;-0.029758385;-0.092150998;0.133791212;-0.020401753;0.170715749;-0.895098406;-0.503487236;-0.87013748;0.344810056;0.460434423;-0.856633238;-0.45747705;0.008722824;0.142114725;-0.138624428;-0.095386091;1.719038338;-0.21911842;0.625047093;-0.036380718;0.000702606;-0.382808999;-0.885517753;0.313781229;0.874545528;0.545897345;-1.253690467;0.181738053;-0.474016803;-0.174280269
745;2.879864672;-0.986037616;13/01/2014;23/07/2014;01/07/2014;0.543516016;-0.005778999;0.426629439;-3.279341451;-1.112516763;0.516311528;0.336644801;-1.957799362;0.859615732;-1.816538684;1.571812746;-0.009237888;4.284168009;2.370152703;2.381947104;-0.673045027;0.873743836;0.557873775;-2.741895357;0.479894968;1.627461461;;;;;;;;;;;;;;;;;;
378;0.654022163;-0.420473658;07/02/2013;25/07/2013;12/12/2013;0.310160195;-0.015562365;-0.954728535;0.602389278;0.044565993;0.651527856;-0.718530405;0.263280601;0.310320587;-0.655120309;-0.508141933;0.045336472;-0.407721898;1.001115415;-0.697882111;-0.194293616;-0.058813017;0.790116682;-0.543247066;0.222282618;1.106226833;-0.648356761;0.142665344;-0.198565239;-0.285876069;1.0356998;-0.90076195;-0.425734681;-0.988235309;0.998483285;0.561675297;0.505960765;0.461543135;-0.532755721;0.714636458;-1.253690467;0.181738053;-0.673186574;1.042191965
42;0.183585714;0.008320186;10/03/2013;19/05/2013;13/08/2013;-1.122955685;-0.316237813;-0.38887414;0.491036025;1.025404355;0.786744184;-0.894392939;-0.569624385;0.859615732;-0.232708059;-0.716137401;0.053926881;-0.092549623;0.475943734;-0.516940948;-0.528422205;-0.85925765;0.161429383;0.188574081;-0.92037976;1.106226833;-0.648356761;0.114953554;-0.893472274;-0.879297569;0.242820849;-0.04630536;0.423698253;0.825492799;1.156577792;0.558278849;0.830913951;0.23297421;0.477357541;0.816317879;0.187081792;2.409200781;-0.464351834;-0.18336954
