,Unnamed: 0,API,Surf_X,Surf_Y,Lateral_Length (ft),Depth_TVD_PPLS (ft),Erosion_PPLS (ft),Pressure_PPLS (PSI),TOC_PPLS (%),Vcarb_PPLS,Vsand_PPLS,Vclay_PPLS,PR_PPLS,YM_PPLS (PSI),RHOB_PPLS (g/cc),Res_PPLS (Ohmm),GR_PPLS (API),DT_PPLS (us/ft),DTs_PPLS (us/ft),Temperature (F),Temp_Anomaly (F),S3Tect_PPLS (PSI),S3_contrast_PPLS (PSI),Heat_Flow (W/m2),GasCum360,OilCum360,Zone,Nbr_Stages,Frac_Gradient (PSI/ft),Proppant_Designed (kg),Proppant_in_Formation (kg),Avg_Rate_Slurry (bpm),Max_Rate_Slurry (bpm),Min_Rate_Slurry (bpm),Avg_Breakdown_Pressure (KPa),Avg_Treating_Pressure (KPa),Max_Treating_pressure (KPa),Min_Treating_Pressure (KPa),ShutInPressure_Fil (KPa),ShutInPressure_Initial (KPa),ISIP (KPa),Shot_Density (shots/ft),Shot_Total,Proppant_per_ft (kg/ft),Stage_Spacing (ft),deltaT_Dril_Comp,deltaT_Comp_Prod,group
95,95,711,-2.318823514,1.773416654,0.444573148,-0.008481071,0.895239777,0.232936652,-1.871133934,-0.15977011300000002,0.16078226699999998,0.263280601,0.310320587,1.904101572,0.254508116,-0.503799986,-0.09634688,-1.862641272,-0.473381039,-0.633149076,0.250485006,-1.384024146,0.848334716,0.106488374,-0.370044045,0.42881541,0,,,,,,,,,,,,,,,,,,,143.0,0.0,0
96,96,242,0.078216088,-0.341107915,-1.295327851,0.3760828570000001,0.335657046,0.61762939,0.64992717,-0.024553785,-0.190942802,0.263280601,-0.238974559,-0.348562166,0.462503584,0.020142753,0.121615633,-0.219796527,-0.93147811,-1.2299260090000002,-1.020900838,0.26541654600000003,1.20593576,-0.8241630990000001,-0.7960389920000001,0.159181333,0,-0.721365604,0.175982477,-0.989479167,-0.988890142,-0.945254622,-1.39165976,0.219505218,-0.634213257,-0.351688654,-0.08562217300000001,0.19180873,0.7769863020000001,0.04250505,0.804906428,-1.253690467,0.181738053,-0.5145439820000001,-0.186314151,176.0,132.0,5
97,97,455,1.188178688,-0.921599354,-0.633219602,0.327321319,1.699326217,-2.001355451,-0.737039577,-0.294986441,0.864232404,-0.569624385,0.310320587,1.4903567269999998,0.6704990510000001,-0.07921242099999999,0.764111402,0.3727048570000001,-0.021985492,-0.978913984,-0.467583771,1.371008388,-0.7896415390000001,-0.706936349,-0.108698565,-0.770983564,5,-1.086409818,-0.050923013,-0.925982545,-0.927460512,-0.113555628,0.806219562,0.060547226,-0.489951968,0.440954909,0.280219839,0.350387249,-0.369008388,-1.579475168,-0.203310639,-0.293175628,-1.3032371,-1.031711803,1.875339639,28.0,134.0,2
98,98,36,-1.51819084,0.7255817379999999,0.28091293300000003,0.346453235,1.02418962,-0.035839533,0.075217192,-2.593664019,2.095270144,2.484360564,-0.238974559,-0.364315366,0.11584447,-0.236919811,-0.42139202,-1.6337202830000002,-0.794096857,1.98169804,2.126478543,-1.357281978,1.588691956,2.104595654,-0.885530569,0.237537615,0,,,,,,,,,,,,,,,,,,,-13.0,0.0,0
99,99,728,0.588879858,-0.914506846,0.493111159,0.884289897,-1.556034465,-0.118939627,0.496671175,-0.294986441,-0.190942802,1.096185587,-0.238974559,-1.80181536,-0.16148282,-0.012943555,-0.127484381,0.4938983220000001,-0.633738948,0.454015586,0.506938141,1.014466459,-0.255134485,1.912401084,-0.321492598,0.132009396,1,0.008722824,0.107135168,-0.151323752,-0.155465761,-1.904519033,-2.559289189,0.144927427,-0.673505908,-2.37534838,-0.9700056690398292,-0.969883005,0.006552433761942313,0.05039169,0.129965398,-1.253690467,0.181738053,-0.613397441,-0.132048154,112.0,78.0,0
100,100,354,-0.147129574,0.40419151,0.318872146,-0.603309723,0.55887899,-1.044503498,-0.6374231810000001,0.786744184,-0.542667871,-0.29198939,0.8596157320000001,0.371758213,-0.854801047,-0.112202478,0.170979965,0.422079972,2.225418637,0.611937058,0.410573933,-0.630088009,-1.4443098630000002,0.678774567,0.508919365,0.295041015,0,-0.064286019,-0.007902926999999999,0.222036387,0.227132443,0.650030086,0.641680519,0.284081902,0.106693546,0.673449718,-0.220038373,0.832295022,0.713111608,0.988193035,0.350800095,-1.253690467,0.181738053,0.068763583,-0.132814463,463.0,-202.0,5
101,101,639,-1.770309729,2.250490348,0.799896278,-1.723675948,1.363682543,1.148544233,-1.396040352,0.245878872,0.336644801,-0.569624385,0.310320587,-0.363109089,-1.340123805,-0.401509153,0.205155272,-1.835709391,-0.200533253,0.961026629,0.8877321890000001,-1.582159996,1.381430596,0.621713074,1.752823548,-0.8152169490000001,6,,,,,,,,,,,,,,,,,,,202.0,4.0,2
102,102,182,0.32748013600000003,0.001852913,-1.387425615,-0.445844118,-1.191230635,0.488525119,1.025404355,0.245878872,-0.190942802,-0.569624385,0.310320587,0.220862682,-0.438810111,0.186199924,-0.086474013,0.498386969,-0.7605892340000001,0.468976568,0.297112849,0.361053447,-0.147863665,-0.5429143989999999,-0.483205449,-0.846180319,6,-0.721365604,0.336907942,-0.978049775,-0.967416794,-0.628635418,-0.76973237,0.159454421,0.985820655,0.088456019,0.985874946,0.027751912000000004,1.527505221,1.547023307,1.582941175,-1.253690467,0.181738053,-0.346031644,-0.270324273,259.0,57.0,2
103,103,625,0.522626759,-0.236088007,-0.603350057,-0.216944412,-1.23987361,-0.218240528,-0.491829987,0.245878872,-0.015080268,0.263280601,0.310320587,-0.469748517,-0.300146465,-0.105681468,-0.561890504,0.44003456,-0.8769085529999999,-0.177670303,-0.730253952,0.603160228,-0.396614411,-0.884089605,-0.631827365,-0.67051059,6,-1.159418661,-0.38753442,-0.646597406,-0.6487426,0.90169073,0.798168722,0.600710031,-0.468130013,-0.48802654,-0.716597178,0.001845641,-1.131917949,-1.686756662,-1.312448791,0.667339212,-0.560749524,-0.532639943,2.406646893,-90.0,117.0,2
104,104,686,0.346197519,-0.475259858,-0.83732816,0.329837042,-0.907305393,0.6586335879999999,0.458357177,-0.8358517529999999,0.6883698690000001,0.540915596,-0.7882697040000001,-0.239389701,0.947826342,0.108934372,0.16642325800000002,-0.085137121,-1.139225372,-0.024735825,-0.093006768,0.7484060109999999,0.336311508,0.184082455,-0.60821061,-0.166881906,0,-0.502339076,-0.186701775,-0.7288890290000001,-0.731235787,0.079551495,0.954153747,-1.149851647,-0.13456272,0.78096148,0.32296262,-0.05695477700000001,-0.358279147,0.538126225,-0.562137358,-1.253690467,0.181738053,-0.461713148,-0.22339970000000006,250.0,154.0,5
105,105,564,-2.097495394,3.1365848360000004,1.089879778,-0.9673845735137614,1.185971438,0.6429040135048545,-1.089528364,0.110662543,0.864232404,-1.124894376,0.8596157320000001,0.251478221,0.0,-0.5023562189999999,0.461849799,-1.943436915,-0.256060171,0.379210678,1.308937035,-1.5410283569999998,1.506446823,0.961694525,5.366268563,-0.8468122240000001,6,,,,,,,,,,,,,,,,,,,208.0,-2.0,2
106,106,760,0.480364715,0.101519249,-0.301543196,-0.730369247,-1.485188075,0.482455275,0.481345576,0.3810952,-0.190942802,-0.569624385,0.310320587,-0.193439648,-0.5774737560000001,0.0035394420000000007,-0.181405421,0.7856603670000001,-0.643791235,0.454015586,-0.05570449400000002,0.537907305,-0.344646949,-1.001793858,-0.305836547,-0.846180319,6,-0.283312547,-0.208374362,-0.475918486,-0.488311177,-1.474592109,-0.441085579,-0.992549468,-0.820583194,0.441741737,0.248898452,-0.215547208,0.164241746,0.791165117,-0.426825264,0.667339212,-0.560749524,-0.5176043339999999,-0.199207597,108.0,231.0,2
107,107,723,1.091570832,-2.013376553,-0.926936795,2.0274529180000003,0.330962539,0.224115728,0.305101183,0.786744184,-0.542667871,-0.569624385,0.8596157320000001,1.150174726,1.086489987,-0.224190606,0.0,1.05049053,0.887507127,-1.878235211,-1.934806554,-0.02693402,-2.085764073,-1.875622588,-1.117010143,-0.294526817,1,-1.232427504,-0.27596554,-1.484326065,-1.496044317,-2.023595415,-0.389330069,-1.57622336,-0.646706005,-3.325838913,-1.063185084,-1.9827688473305831,-0.733007028,-0.6878783637497949,-1.051343606,0.667339365,-0.560749524,-1.959571815,2.466248669,172.0,62.0,0
108,108,206,-0.292508514,-0.324050728,-0.7358961629999999,0.734433577,1.528406745,-0.372410198,1.086706753,0.921960512,-0.894392939,-0.847259381,0.8596157320000001,0.429537147,-0.16148282,-0.070886703,-0.255831645,-0.47116075,-0.398706908,0.031783439,-0.125646258,-0.20897377600000008,0.35715114200000003,-0.300820865,-1.138857852,-0.012065058,0,-1.159418661,-0.330463273,-0.695172323,-0.7630378259999999,0.653137008,0.846473762,0.46346158,-0.256257874,0.159738064,-0.248183137,-1.11304924,-1.343552607,-1.662486775,-1.3876684119999998,0.667339212,-0.560749524,-0.625887779,2.205136129,185.0,282.0,0
109,109,582,0.83926508,-1.5314768280000002,-0.6077060329999999,1.5522297980000002,0.0521187,1.117649164,1.140346351,1.5980421530000002,-2.125430679,-0.29198939,0.8596157320000001,-0.21216353,-0.508141933,0.5393451260000001,-0.31279049,0.7632171320000001,0.007214008,-1.446029076,-1.541578414,-0.455992176,-1.4919574919999998,-1.51295979,-0.447912996,0.104205554,1,0.008722824,0.110646127,-0.029092755,-0.01373779,0.0,0.0,1.238161013,-2.549624946,-0.171703487,-0.146239208,0.749163648,0.958728147,1.343027384,0.06754168,0.6118181229999999,-0.539290345,0.663709505,-0.734536957,253.0,94.0,0
110,110,514,-2.307559865,1.776992215,0.446439995,-0.036433546,0.907312422,0.247914756,-1.901785133,-0.024553785,0.16078226699999998,0.263280601,0.310320587,1.891265455,0.254508116,-0.5025727839999999,-0.105460295,-1.862641272,-0.468594235,-0.606551776,0.261364836,-1.385720611,0.864479067,0.11484466,0.016200012,1.093636868,0,,,,,,,,,,,,,,,,,,,291.0,0.0,0
111,111,181,-0.14034024,-0.49681092,-1.292838722,0.8594432540000001,0.97950186,0.393547344,0.489008376,0.110662543,-0.190942802,-0.014354394,-0.238974559,-0.229250702,0.6704990510000001,-0.025913387000000003,0.000103431,-0.614797449,-0.730432374,-0.480214598,-0.31371189,-0.468868034,1.24650594,-0.534796864,-0.880134981,0.234378087,0,-0.721365604,0.223993761,-0.818038287,-0.823649165,1.026732372,0.427024998,0.65244497,1.352613352,-0.32869959600000004,0.323814282,0.404805027,-0.411863241,-0.244609869,0.764503725,-0.773433047,0.924225629,-0.123497312,-0.184043608,105.0,108.0,0
112,112,609,0.317130036,0.362359394,-1.100553526,-1.010918914,-1.774741797,1.60817116,1.239962747,-0.024553785,0.336644801,-0.847259381,0.310320587,-0.328328125,-0.924132869,0.019950251,0.10794551,0.924808419,-0.012411885,0.656820003,0.303329894,0.216340984,-0.159502616,-0.512593019,0.996114433,-0.8468122240000001,6,-0.940392133,-0.108409552,-0.930046328,-0.934088691,-0.569556111,-0.645950705,-0.938183627,0.245734638,-0.111560759,-0.1288174,-0.8608648390000001,0.345060615,0.168601077,0.04000513,0.667339212,-0.560749524,-0.611318241,0.6136268189999999,-267.0,227.0,2
113,113,194,0.282176387,0.872296992,-0.5877930020000001,-1.721501867,-1.981120196,1.691271254,0.941113559,-0.294986441,1.040094938,-1.4025293719999998,0.310320587,-0.427426187,-0.924132869,-0.17570412600000002,0.609183344,1.028047296,1.231199601,1.105649451,1.00896458,-0.183460782,-0.6110567929999999,0.34165812799999995,-0.004988286,-0.8468122240000001,9,-0.429330233,0.077931927,-0.639739771,-0.6305289860000001,-1.205783199,-0.210093057,0.046777839,1.299813507,1.315030656,0.309039069,0.544895725,-0.139342655,0.6801508490000001,1.065973793,-1.253690467,0.181738053,-0.513241109,-0.163399584,417.0,62.0,2
114,114,632,1.002541284,-1.131951788,-1.368134867,0.810309015,0.759599338,-0.167607549,0.228473186,-0.024553785,0.336644801,-0.014354394,0.310320587,0.404019068,0.462503584,0.075703687,0.568172976,0.354750269,-0.8850461190000001,-1.527483309,-1.6068573940000002,0.714415775,-0.975484986,-1.806384793,-0.618404734,-0.543497584,5,-0.794374447,0.290559565,-1.016401735,-1.028681423,1.13890931,0.511213782,0.66255331,-0.452496001,-1.867341513,-0.284112623,-0.734629159,0.5997198215711045,0.918098777,0.893312124,-0.773433047,0.924225629,-0.521884744,-0.092370401,72.0,57.0,2
115,115,270,2.845274368,-1.048404787,0.502445392,0.065437694,0.507219702,-3.107507922824,-1.150830762,0.3810952,0.512507335,-1.957799362,0.8596157320000001,-1.69513908,1.571812746,-0.079477112,0.0,2.365664056,2.380511063,-0.7644732479999999,0.820898948,0.711576483,-2.664039106,0.429518503,0.329449723,-0.8468122240000001,7,,,,,,,,,,,,,,,,,,,120.0,193.0,2
116,116,579,0.360534017,-0.313812508,-0.4396898420000001,0.045311912,-1.042305112,0.241517403,0.7495435659999999,-0.294986441,0.336644801,-0.014354394,0.310320587,0.020043714,0.323839938,0.199651012,-0.070525537,0.085431459,-1.105717749,0.5221711689999999,0.062419374000000014,0.610067986,-0.021155755,-0.155421494,-0.004015311,-0.218698157,0,-0.35632139,-0.020852298,-0.560242,-0.605700879,1.112483406,0.994609218,0.003256117,-1.158925116,0.463943967,0.162371124,0.267007526,-0.060663055999999986,0.057775749,0.056916694,-1.253690467,0.181738053,-0.602590547,-0.178792975,174.0,46.0,5
117,117,410,0.17562329999999998,-0.196502828,0.54476058,0.03142885,-0.182303524,0.474485875,0.987090357,0.245878872,-0.542667871,-0.29198939,0.310320587,-0.08204767,-0.092150998,0.114083804,-0.013566692,0.143783868,-0.8845674379999999,-0.631486745,-0.982044302,0.333351304,0.539149463,-0.902473434,0.065994656,-0.130863292,0,0.08173166700000001,0.10241888,-0.054300914000000006,-0.032840704,-0.237979562,-0.5021967629999999,-0.81588702,1.757520811,-0.163253903,0.306604979,-2.231914717,0.245618363,0.8569225159999999,0.432100748,1.517025415,0.181738053,-0.478764238,-0.195854802,498.0,97.0,5
118,118,551,0.488773523,-1.166964937,-0.787545585,1.340940151,-1.164544644,-1.266554985,0.12885679,-1.5119333940000002,1.040094938,1.6514555780000002,-2.43615514,-1.223942358,0.393171761,-0.288534452,-0.231529204,-0.031273359,-0.17276979399999998,-0.245825886,0.252039267,0.820414315,0.471784234,1.715431493,-0.722379043,0.174347065,1,,,,,,,,,,,,,,,,,,,109.0,0.0,0
119,119,277,1.913069807,-1.574676645,-0.506274036,0.95202806,0.823052804,0.126779884,0.29743838300000003,-0.294986441,0.864232404,-0.847259381,0.310320587,1.327542616,-1.340123805,0.8281464829999999,0.34261595100000003,1.270434226,2.8036644710000003,0.881234727,1.905773421,2.421439746,-0.59719535,1.563108343,0.015422074,-0.592154308,5,-0.429330233,-0.573614497,-0.644565515,-0.647960718,-0.059215948,-0.423652181,-0.029738124,0.77634233,-1.293546832,-0.945593372,-0.774740199,-1.310839415,-1.4577470419999998,-2.243103346,0.667339212,-0.560749524,-0.620010737,-0.104694076,223.0,-151.0,2
120,120,190,-0.489129273,-0.194275429,1.42031162,0.7365765999999999,0.764224844,-0.8389148259999999,1.852986724,0.3810952,-0.190942802,-1.124894376,0.310320587,1.349256892,-0.16148282,0.075102118,-0.111535905,-0.511558572,-0.623686661,-0.116164046,-0.08678972300000001,0.346283034,0.161343165,-0.010738377,-0.35410937,5.2422291780000005,2,2.345005794,0.05409208,2.534392881,2.21436893,-0.31189546,0.306643753,-0.423879577,-1.7483252530000002,1.946599569,0.7583612069058082,0.983967038,0.747468428,0.7817859490000001,0.209222223,1.46608313,0.064503172,1.5945452530000002,-1.237575941,22.0,336.0,0
121,121,660,-0.98574722,0.647642312,0.124097821,-0.169828964,0.15043473,-0.240969692,-0.062713203,-1.647149722,1.215957472,1.6514555780000002,-0.7882697040000001,-0.816034429,0.046512648,-0.344143511,-0.352281955,-1.144457777,-1.010939044,0.914481353,0.107492955,-0.85679963,1.309003265,0.177874929,-0.58300857,1.529436815,0,,,,,,,,,,,,,,,,,,,148.0,64.0,0
122,122,174,0.505248557,0.098920617,-0.559168022,-0.7465816820000001,-1.432377955,0.5035905589999999,0.36640358,0.516311528,-0.190942802,-0.569624385,0.310320587,-0.246895466,-0.5774737560000001,-0.023747738,-0.217859082,0.848501422,-0.635174989,0.424093623,-0.141188872,0.581614116,-0.347991475,-1.062197865,-0.34415849,-0.8468122240000001,6,-1.159418661,-0.746215745,-0.452297742,-0.440937604,0.590042601,0.816283112,0.52454266,0.420069513,0.22559213600000005,-0.18217934,-0.099442035,-1.05630087,-1.167424022,-1.273211221,0.667339212,-0.560749524,-0.189337604,2.473817148,52.0,100.0,2
123,123,385,1.066448222,-1.053602052,2.135313854,0.63526441,1.19898052,-0.821382147,-0.108690001,-0.294986441,0.864232404,-0.29198939,0.310320587,0.882621498,0.6704990510000001,-0.074399868,0.7155065209999999,0.238045452,-0.703147595,-1.4210941069999998,-1.330198861,1.047882742,-0.860014683,-1.548772443,-0.232133699,-0.666087251,5,1.687926209,0.242009099,1.800816404,1.859190818,-0.8147639170000001,-1.034655324,-0.750386903,-0.485790585,-0.184075073,-0.423938206,0.0,1.537456164,1.6309155030000002,0.831192602,0.687349937,-0.545281032,0.615012154,-0.797480689,-77.0,368.0,2
124,124,517,-1.511328837,0.852992868,0.303937374,0.09683764,1.069461422,0.044924327,-0.04738760400000002,-2.593664019,2.095270144,2.484360564,-0.238974559,-0.6997605659999999,-0.092150998,-0.179891048,-0.483667024,-1.624742989,-0.748622226,2.114684543,2.53835782,-1.568258131,1.652112802,2.515963661,-1.08972262,-0.846180319,0,,,,,,,,,,,,,,,,,,,19.0,88.0,5
125,125,91,0.321521302,0.499617972,1.066233054,-1.228606571,-2.064650379,1.846248781,1.331916344,-0.15977011300000002,0.512507335,-0.847259381,0.310320587,-0.407474388,-0.993464692,-0.024469621,0.241608933,1.005604062,0.30399581,0.816403807,0.517817971,0.185174803,-0.227472017,-0.317294685,1.940519251,-0.8468122240000001,6,0.227749353,0.100847022,0.100122872,0.120233075,0.17651476,-0.124083754,0.528432505,1.051793062,0.593077816,0.10717659,0.962626383,0.53863945,0.315347986,0.97537323,-0.773433047,0.924225629,-0.6191437679999999,-0.1054463,93.0,65.0,2
126,126,46,0.66167314,-0.220418059,1.955474302,-0.346581776,-0.771864562,1.006470582,0.098205591,0.921960512,-0.894392939,-0.29198939,-0.238974559,-0.5252232370000001,-0.7161374009999999,-0.003847828,-0.410759703,1.270434226,-0.579648071,-0.179332635,-0.428727236,0.7748383459999999,-0.308539014,-0.606660921,0.866089606,-0.844284602,6,0.665802409,0.23836778600000005,0.604743229,0.608834374,-0.646990155,-0.655718268,-0.704243307,-0.363983578,1.039177529,0.505490671,0.729743398,1.740535493,0.207014712,1.110947378,0.667339212,-0.560749524,-0.562197197,-0.169752538,140.0,113.0,2
127,127,365,-1.751498915,2.74032274,1.013339068,-0.9495512091698508,1.35956222,0.6429040135048544,-0.530143985,-0.024553785,1.040094938,-0.847259381,0.310320587,-0.38189739,0.0,-0.408439231,0.641080297,-1.867129919,-0.100010385,1.087363807,1.228115441,-1.429620432,1.4190446469999998,0.896515497,4.647158516,-0.8468122240000001,6,,,,,,,,,,,,,,,,,,,143.0,0.0,2
128,128,629,1.731678332,-1.890830532,-0.441556688,1.481510038,0.533336438,0.941754692,-0.1393412,-0.024553785,1.040094938,-1.4025293719999998,0.310320587,1.616695351,-1.340123805,0.5470933379999999,0.162626001,0.79463766,2.371894817,0.5404568129999999,1.344685048,2.3869873,-0.25718867100000004,1.348232425,-0.563785461,-0.162458567,1,0.811820095,-0.30346284,0.7889342309999999,0.806406735,-0.14988271,-0.501035584,-0.8619242659999999,1.5777056130000002,-2.199234635,0.228614451,-1.601957062,-1.07147863,0.077911165,-1.335622945,0.7140669609999999,-0.52061506,1.920287037,-1.210140203,51.0,194.0,0
129,129,130,0.038798505,-0.178136556,-0.806836333,0.143021339,0.61439492,0.222740188,0.718892367,0.651527856,-0.894392939,-0.014354394,0.310320587,-0.4993962420000001,-0.16148282,-0.088741278,-0.024199009,0.000147169,-0.556671415,-1.21828969,-1.266474142,0.112551911,1.077972034,-0.927542291,-0.771338697,-0.07083227,0,-0.502339076,0.05837907,-0.7288890290000001,-0.733453873,0.050872219,-0.349075979,0.337619836,0.17897740399999998,-0.235785487,-0.861113555,0.238995153,0.662473785,0.136706579,0.333216009,1.627854051,0.181738053,-0.497531549,-0.200221232,165.0,-68.0,5
130,130,359,-1.835919191,1.036909593,0.20623907,0.304866165,1.01993376,-0.150751723,-0.813667574,-0.971068082,0.16078226699999998,1.6514555780000002,-0.238974559,0.181503999,0.809162697,-0.259057559,-0.133559991,-1.741447807,-0.619378538,1.378271782,1.42395238,-1.224170486,1.3971951809999998,1.3639899919999998,-0.403660991,3.462075555,0,,,,,,,,,,,,,,,,,,,-240.0,252.0,0
131,131,452,1.217796377,-0.884182958,-1.394893001,0.236537894,1.769933569,-2.259170982,-0.959260769,-0.15977011300000002,0.6883698690000001,-0.569624385,0.310320587,1.618096348,0.6704990510000001,-0.09336133,0.699558045,0.417591325,0.220226753,-0.7694602420000001,-0.166057055,1.4346765890000002,-0.7588330590000001,-0.427358905,-0.7743239609999999,-0.7861492959999999,5,,,,,,,,,,,,,,,,,,,62.0,99.0,2
132,132,153,1.5934416880000002,-1.127965916,-0.881510195,0.6266923179999999,-0.108024354,-1.937447417,0.190159187,0.921960512,-0.718530405,-0.847259381,0.8596157320000001,1.476433707,-0.924132869,-0.096946682,-0.001415472,1.247990992,1.737643386,0.648508347,1.319816865,1.803581373,-1.725918959,0.962172027,0.264857457,-0.838597453,5,-0.502339076,0.170173501,-1.130060689,-1.147760899,0.075727591,-0.467825869,0.539628951,0.528741535,0.341535215,0.538273392,0.658876398,0.6956241879999999,0.664845107,0.609506757,-1.253690467,0.181738053,-1.269771048,-0.256984828,182.0,153.0,2
133,133,555,-0.175947907,-0.02964329,0.0190398339375,0.119137503,1.280147432,-0.716993931,0.511996775,1.05717684,-1.070255474,-0.569624385,0.8596157320000001,0.128034862,-0.438810111,-0.153758881,-0.017363948,-0.022296065,0.489723777,-0.124475702,-0.36811104,-0.046357012,0.243890385,-0.12868138,0.140272444,2.562949856,0,2.052970423,-0.128840055,2.222433976,2.26459064,-0.508355619,0.936438102,-1.347705609,-0.259144562,0.657480388,0.177095434,-0.432802895,-0.16940636899999995,0.740799441,-0.529953951,0.667339212,-0.560749524,0.597617699,-0.7996394459999999,196.0,94.0,0
134,134,248,0.081029405,-0.8217767090000001,-0.535521299,1.153379049,-0.329989501,1.810965084,-0.361562392,-2.323231363,2.2711326780000003,1.6514555780000002,-3.534745431,-0.5277599860000001,2.819785553,0.00291381,0.929671778,-0.946957316,-0.861112102,-0.905771408,-0.375882347,0.27692609,1.5427489559999998,-0.20818547,-1.112897113,-0.144765213,0,-1.232427504,-0.5104360520000001,-0.610023352,-0.600860855,0.8887850559999999,1.195678948,0.261728434,-0.6176498020000001,-0.989215943,0.175784799,-2.005555583,-1.358885639,-1.432083925,-2.207523726,0.667339212,-0.560749524,-0.507303676,3.135704324,34.0,109.0,5
135,135,471,1.264096725,-1.137481208,-1.257990919,0.727476517,1.100536345,-1.50041865,0.274449984,0.516311528,-0.190942802,-0.569624385,0.310320587,0.8891353809999999,0.185176293,0.442684982,0.581843099,1.315320694,-0.200533253,-2.124260242,-1.911492633,1.024929682,-1.453432867,-1.714704401,-0.150182676,-0.729909707,5,-1.086409818,0.034575374,-0.83803965,-0.840910921,1.194219109,0.8062196979999999,0.7294954359999999,-0.970013606,-2.492306031,-2.323950657,-1.0954461359999998,0.312802834,0.2907948784237095,0.082592321,-0.293175505,1.666713205,-0.210841673,1.02047989,111.0,37.0,2
136,136,82,0.691197398,-1.148149277,-0.707271183,1.155304664,-0.995505439,0.007151556,0.772531965,0.3810952,-1.070255474,0.540915596,0.310320587,-1.4483264930000002,-0.369478288,0.361400947,-0.043185291,0.5208302029999999,-0.468594235,0.262847488,0.284678757,0.713110412,-0.6493397479999999,1.4229614940000002,-0.82487443,-0.531491379,1,-0.502339076,-0.7050378279999999,-0.690029096,-0.6884388570000001,0.8634516959999999,0.8182958220000001,0.30634338,2.158602987,-0.433347704,-0.005193353,-0.576906299,-1.662324401,-1.305311348,-2.697757751,0.187081792,2.409200781,-0.5083728479999999,-0.124536438,6.0,135.0,0
137,137,143,1.656362408,-2.740075243,-1.486990765,1.3739633331698111,-1.30156756,0.2900456696603773,0.090542791,-0.565419097,2.095270144,-1.957799362,0.310320587,2.069987707,0.462503584,0.195825032,-0.377343847,-0.049227947,1.319276781,-1.309717911,-1.118819307,2.36158097,-0.7381272059999999,0.490400013,-1.208757254,-0.445552231,1,-1.159418661,-0.260027457,-0.8295247859999999,-0.826188685,1.131124965,0.999439564,0.707417883,-1.396603209,-2.05934582,-2.313464401,-1.141780572,-0.823083648,-1.820348592,-1.645197264,-0.293175505,-1.3032371,0.155803503,1.063241799,200.0,-71.0,0
138,138,501,0.126364297,-0.234309995,-0.564768562,0.14727632699999998,0.119202091,0.468219525,0.8568227620000001,0.245878872,-0.542667871,-0.014354394,0.310320587,-0.24431411600000005,0.046512648,0.050221215,0.018330261,0.022590403,-0.859197381,-1.0005242909999998,-1.201195163,0.293946604,0.834840093,-0.973621237,-0.317711264,0.05997216900000001,0,0.811820095,0.08239952099999999,0.7889342309999999,0.74278639,-0.09921599,1.105610175,-1.340546043,0.249455533,0.726881318,-0.050304819,-1.345694371,0.326156345,0.976111786,0.391986693,0.694020179,-0.540124869,2.009709518,-1.256970169,65.0,163.0,5
139,139,507,-1.505401147,0.84992531,0.173258114,0.093980276,1.066797505,0.046561874,-0.039724804,-2.593664019,2.095270144,2.484360564,-0.238974559,-0.71956778,-0.16148282,-0.183091396,-0.492020988,-1.624742989,-0.751015628,2.119671537,2.511935376,-1.574210994,1.624942303,2.48779104,-1.004012376,-0.8468122240000001,0,,,,,,,,,,,,,,,,,,,88.0,-251.0,5
140,140,150,-0.18465777,-0.184017671,-0.17584219399999998,0.388226655,1.386346783,-0.381514964,0.695903968,0.921960512,-1.070255474,-0.569624385,0.8596157320000001,0.055015149000000006,-0.230814643,-0.142497505,-0.118370966,-0.237751114,-0.054057073,-0.272423187,-0.386762177,-0.089185115,0.649626711,-0.31132591,-0.371114318,1.326310792,0,1.103855466,0.288469709,1.126228288,0.997859347,0.755426424,0.5662038939999999,-0.615024238,-0.6741855179999999,0.738196245,0.751375166,0.592363751,0.562700387,0.7610494390000001,0.962854781,-1.205664725,0.181738053,1.837788682,-1.248006252,124.0,64.0,0
141,141,769,0.6072754220000001,-0.41767964,0.674195276,0.017670021,-1.145246648,0.29791455,-0.208306398,0.3810952,-0.542667871,0.263280601,0.310320587,-0.7492142190000001,-0.369478288,-0.027212777,-0.463921291,0.7632171320000001,-0.7826085290000001,-0.305669813,-0.211130636,0.747923483,-0.500463025,0.127020962,0.765187686,-0.8019469340000001,6,0.15474051,-0.134085548,0.036880236,-0.023762817,0.054058805,0.187646688,0.357857544,-0.13113366,1.274733985,0.379207791,1.318585435,0.062376438,0.959663389,-0.091115177,-1.253690467,-0.560749524,-0.555478707,-0.215515868,236.0,-44.0,2
142,142,699,-1.022164624,0.629979429,-0.39364096,-0.105289807,0.26700142600000004,-0.215620451,0.052228792,-1.78236605,1.391820007,1.6514555780000002,-0.7882697040000001,-0.8754225059999999,-0.16148282,-0.299795828,-0.39101397,-1.184855598,-1.009981684,1.01422123,0.210074209,-0.934390013,1.313461195,0.245918969,-0.929137535,0.862852341,0,,,,,,,,,,,,,,,,,,,-41.0,0.0,0
